Date,RuleBased,Markowitz,BlackLitterman
2005-01-25,1.0609812776366754,1.0723853448138996,1.0723853448138996
2005-01-26,1.0651326728841626,1.0764330847376893,1.0764330847376893
2005-01-27,1.065725771701252,1.0749204038687215,1.0749204038687215
2005-01-28,1.066658113666516,1.0764598073453084,1.0764598073453084
2005-01-31,1.0725956316403398,1.081324612417391,1.081324612417391
2005-02-01,1.0787779169271885,1.087769176858505,1.087769176858505
2005-02-02,1.0820436241905056,1.0926960657110554,1.0926960657110554
2005-02-03,1.0800885614229614,1.0921868572777447,1.0921868572777447
2005-02-04,1.0913487211585948,1.1044786563826272,1.1044786563826272
2005-02-07,1.09091432189513,1.1042034731893682,1.1042034731893682
2005-02-08,1.0922772619829368,1.1059240769604664,1.1059240769604664
2005-02-09,1.0877215271126899,1.1053446791360628,1.1053446791360628
2005-02-10,1.0903024432079982,1.108579255495634,1.108579255495634
2005-02-11,1.0980995036491874,1.1150451800304786,1.1150451800304786
2005-02-14,1.0989898220451655,1.1171550623531377,1.1171550623531377
2005-02-15,1.1017150271216072,1.1196418532684995,1.1196418532684995
2005-02-16,1.1016630907539835,1.120207495837361,1.120207495837361
2005-02-17,1.0959151920888548,1.1171550683055929,1.1171550683055929
2005-02-18,1.098639124756658,1.118947706212153,1.118947706212153
2005-02-22,1.0860980575386747,1.1050479443689685,1.1050479443689685
2005-02-23,1.0914541040400467,1.1075057092855483,1.1075057092855483
2005-02-24,1.098496505756091,1.1141240405622446,1.1141240405622446
2005-02-25,1.1094181372116603,1.1268090825210708,1.1268090825210708
2005-02-28,1.1040771209629558,1.123023436293805,1.123023436293805
2005-03-01,1.1082993805537793,1.1279803514264335,1.1279803514264335
2005-03-02,1.1041264500493575,1.1203082062148504,1.1203082062148504
2005-03-03,1.105384282722136,1.1229915794518255,1.1229915794518255
2005-03-04,1.1174598314033986,1.1361264261971504,1.1361264261971504
2005-03-07,1.1193928218964502,1.1398070071573616,1.1398070071573616
2005-03-08,1.1146561318573946,1.1341433143162765,1.1341433143162765
2005-03-09,1.1033682636337019,1.1197342312877532,1.1197342312877532
2005-03-10,1.1031009900263657,1.118794044886098,1.118794044886098
2005-03-11,1.0969693280753205,1.112201724998624,1.112201724998624
2005-03-14,1.100243839443345,1.1151537037521249,1.1151537037521249
2005-03-15,1.0900895974528573,1.1047315466049479,1.1047315466049479
2005-03-16,1.0824917346947136,1.096715653970054,1.096715653970054
2005-03-17,1.0876594116662415,1.1056377723520672,1.1056377723520672
2005-03-18,1.0845692693437285,1.1022906138150692,1.1022906138150692
2005-03-21,1.0791310430040524,1.0949811095967417,1.0949811095967417
2005-03-22,1.0671721829520422,1.0803974630537432,1.0803974630537432
2005-03-23,1.0656063184092517,1.0766945696527064,1.0766945696527064
2005-03-24,1.0663986365960532,1.0773754648270715,1.0773754648270715
2005-03-28,1.06787526633579,1.077949331297579,1.077949331297579
2005-03-29,1.058933953625181,1.0684571800860194,1.0684571800860194
2005-03-30,1.073145387435993,1.0830535599780668,1.0830535599780668
2005-03-31,1.0738282865856246,1.085228087687066,1.085228087687066
2005-04-01,1.0732268341928675,1.0874320418514167,1.0874320418514167
2005-04-04,1.0742325957059642,1.087055467900562,1.087055467900562
2005-04-05,1.0767043317272023,1.087127196168996,1.087127196168996
2005-04-06,1.0822052810610863,1.0942319920039414,1.0942319920039414
2005-04-07,1.087776617853093,1.1009013756078028,1.1009013756078028
2005-04-08,1.0799215873853922,1.0953918714333934,1.0953918714333934
2005-04-11,1.0790706880642733,1.093378532664445,1.093378532664445
2005-04-12,1.0859664916448393,1.1029221792494928,1.1029221792494928
2005-04-13,1.075028390444293,1.0942814419301532,1.0942814419301532
2005-04-14,1.0617483100341039,1.0807234509680033,1.0807234509680033
2005-04-15,1.0503621439735393,1.0737869797560275,1.0737869797560275
2005-04-18,1.0539834656015574,1.0772709706183519,1.0772709706183519
2005-04-19,1.0623801717476986,1.0858832003319527,1.0858832003319527
2005-04-20,1.0494527437315155,1.0747521295852065,1.0747521295852065
2005-04-21,1.065937671832761,1.087406934341738,1.087406934341738
2005-04-22,1.0624203322729726,1.0857740263772515,1.0857740263772515
2005-04-25,1.070411904618751,1.095977109214023,1.095977109214023
2005-04-26,1.0620133420217894,1.090095330395168,1.090095330395168
2005-04-27,1.0641177449985204,1.0916544498546925,1.0916544498546925
2005-04-28,1.0538176104222319,1.0836588708497827,1.0836588708497827
2005-04-29,1.0661516552252825,1.096331623261502,1.096331623261502
2005-05-02,1.0708221925156498,1.0995649139486998,1.0995649139486998
2005-05-03,1.0716830023549888,1.0999775615620915,1.0999775615620915
2005-05-04,1.081696901167497,1.1106429906177147,1.1106429906177147
2005-05-05,1.0833106262094476,1.1159674976832419,1.1159674976832419
2005-05-06,1.080312071082376,1.1113745228081977,1.1113745228081977
2005-05-09,1.0852681833534434,1.1180355718456982,1.1180355718456982
2005-05-10,1.0747169455667633,1.1086352552809366,1.1086352552809366
2005-05-11,1.0794017952326997,1.112063770454776,1.112063770454776
2005-05-12,1.0692021912384178,1.1016789095029091,1.1016789095029091
2005-05-13,1.0663016597612067,1.0982523512833335,1.0982523512833335
2005-05-16,1.074230313004972,1.1051641941528236,1.1051641941528236
2005-05-17,1.0792560900015464,1.1098440994490741,1.1098440994490741
2005-05-18,1.0904905095287152,1.1220375580403812,1.1220375580403812
2005-05-19,1.094146853867444,1.1275420038345632,1.1275420038345632
2005-05-20,1.0926486612373716,1.1267134304004387,1.1267134304004387
2005-05-23,1.0976468493050986,1.130732756659112,1.130732756659112
2005-05-24,1.095125785721849,1.1255131784758743,1.1255131784758743
2005-05-25,1.0925612819097028,1.1194442458033922,1.1194442458033922
2005-05-26,1.0978009580247212,1.1230131874523759,1.1230131874523759
2005-05-27,1.1002861312000827,1.1268600154598722,1.1268600154598722
2005-05-31,1.095686156590007,1.126225271757531,1.126225271757531
2005-06-01,1.1055760092683633,1.1374035304738,1.1374035304738
2005-06-02,1.1080460009953168,1.1391229745306333,1.1391229745306333
2005-06-03,1.1032599765661772,1.1355361869682323,1.1355361869682323
2005-06-06,1.105016212639563,1.140680691467091,1.140680691467091
2005-06-07,1.1056256563533076,1.1425555954474325,1.1425555954474325
2005-06-08,1.1035917405639153,1.1416472643812852,1.1416472643812852
2005-06-09,1.107700762747533,1.1448446262314558,1.1448446262314558
2005-06-10,1.1057856574876934,1.1434709372122986,1.1434709372122986
2005-06-13,1.1086906490711608,1.1467443069521053,1.1467443069521053
2005-06-14,1.1112176313427689,1.1508256015185974,1.1508256015185974
2005-06-15,1.1138871594692024,1.1542146769648216,1.1542146769648216
2005-06-16,1.1179527650432564,1.158835696628262,1.158835696628262
2005-06-17,1.1233986404535836,1.1671786848746946,1.1671786848746946
2005-06-20,1.121351684160619,1.1635135973198514,1.1635135973198514
2005-06-21,1.1211170992086958,1.1605303847108146,1.1605303847108146
2005-06-22,1.1242562888924947,1.1644019919713187,1.1644019919713187
2005-06-23,1.1111215794926455,1.1535158770069325,1.1535158770069325
2005-06-24,1.1058589338166862,1.1501901878302199,1.1501901878302199
2005-06-27,1.1080605354580535,1.1523688942517272,1.1523688942517272
2005-06-28,1.114646201110076,1.1577981660025447,1.1577981660025447
2005-06-29,1.1118862780491867,1.1560847295307524,1.1560847295307524
2005-06-30,1.1084326281094066,1.154515316943574,1.154515316943574
2005-07-01,1.1108161621543473,1.1581605436231042,1.1581605436231042
2005-07-05,1.1169191579417885,1.164735096860959,1.164735096860959
2005-07-06,1.1106510235015667,1.1605090580356232,1.1605090580356232
2005-07-07,1.1140940492111333,1.1631468320495402,1.1631468320495402
2005-07-08,1.124278674469545,1.1744997420159282,1.1744997420159282
2005-07-11,1.1314005496184636,1.184726140559289,1.184726140559289
2005-07-12,1.1353690276494883,1.1891674964109122,1.1891674964109122
2005-07-13,1.135503313293092,1.1870913784317914,1.1870913784317914
2005-07-14,1.1381902469837035,1.1847320893057234,1.1847320893057234
2005-07-15,1.1370829487259408,1.1841964367666162,1.1841964367666162
2005-07-18,1.133608176655856,1.1824530645114957,1.1824530645114957
2005-07-19,1.1400987709324482,1.1902740396712832,1.1902740396712832
2005-07-20,1.1433226930453573,1.1945327635750584,1.1945327635750584
2005-07-21,1.1395964076940266,1.190627867254407,1.190627867254407
2005-07-22,1.1443924349138184,1.1945889771924818,1.1945889771924818
2005-07-25,1.1407332074548062,1.1908745484770034,1.1908745484770034
2005-07-26,1.1436271608906403,1.1969619635188649,1.1969619635188649
2005-07-27,1.1472252600958441,1.2005386167603584,1.2005386167603584
2005-07-28,1.155513921077074,1.2118316952531563,1.2118316952531563
2005-07-29,1.150130380143111,1.2085012713380294,1.2085012713380294
2005-08-01,1.1528238788615082,1.2135128396350514,1.2135128396350514
2005-08-02,1.160573528244486,1.2231477403383035,1.2231477403383035
2005-08-03,1.1623497308449389,1.2230582881566443,1.2230582881566443
2005-08-04,1.1537180147695947,1.2118246578710878,1.2118246578710878
2005-08-05,1.142026089933684,1.190960420767632,1.190960420767632
2005-08-08,1.139872516487314,1.1813994022736232,1.1813994022736232
2005-08-09,1.1487194905239726,1.1918962643957054,1.1918962643957054
2005-08-10,1.151256909861904,1.1984842238046955,1.1984842238046955
2005-08-11,1.1540961549509914,1.2023796909034916,1.2023796909034916
2005-08-12,1.1482308897187854,1.1973628336360889,1.1973628336360889
2005-08-15,1.1542385774773363,1.2042328713797097,1.2042328713797097
2005-08-16,1.1426533654591735,1.19691378084795,1.19691378084795
2005-08-17,1.1418041960262786,1.194064118792106,1.194064118792106
2005-08-18,1.1380722277100725,1.186277840734752,1.186277840734752
2005-08-19,1.1383797520590022,1.1842326849247615,1.1842326849247615
2005-08-22,1.1412719636203206,1.1896070166305162,1.1896070166305162
2005-08-23,1.1384846479921185,1.187343688192861,1.187343688192861
2005-08-24,1.1303734891499697,1.1818748447566672,1.1818748447566672
2005-08-25,1.1351005703361365,1.1870012708979751,1.1870012708979751
2005-08-26,1.1293745724885509,1.1805900739591266,1.1805900739591266
2005-08-29,1.1367631377333607,1.1865710863273224,1.1865710863273224
2005-08-30,1.131819149188386,1.1831099052521055,1.1831099052521055
2005-08-31,1.1462655164907793,1.2000315853335466,1.2000315853335466
2005-09-01,1.1494920331798488,1.2077927893893396,1.2077927893893396
2005-09-02,1.1498821843431555,1.2094239713733113,1.2094239713733113
2005-09-06,1.1612882385580388,1.2234094819339896,1.2234094819339896
2005-09-07,1.1622175668882067,1.223216326011682,1.223216326011682
2005-09-08,1.1591977443948014,1.2195859769255655,1.2195859769255655
2005-09-09,1.1686154597655891,1.2288987770319844,1.2288987770319844
2005-09-12,1.1664512953405959,1.2264486702867203,1.2264486702867203
2005-09-13,1.1602626551074358,1.218979038607459,1.218979038607459
2005-09-14,1.1567654286234843,1.2161335812365948,1.2161335812365948
2005-09-15,1.1572111157924636,1.2176010191268791,1.2176010191268791
2005-09-16,1.1649715417278461,1.2252191843924118,1.2252191843924118
2005-09-19,1.1620881402092675,1.221463036795719,1.221463036795719
2005-09-20,1.1563458144844643,1.2174217928786542,1.2174217928786542
2005-09-21,1.1512478089611065,1.2118771301566207,1.2118771301566207
2005-09-22,1.1519155725209114,1.2110921242646495,1.2110921242646495
2005-09-23,1.1519650857704296,1.2108174503126483,1.2108174503126483
2005-09-26,1.154657485333046,1.2162066573795778,1.2162066573795778
2005-09-27,1.1527321195029814,1.2127314470195925,1.2127314470195925
2005-09-28,1.1558464010148108,1.2148477321477538,1.2148477321477538
2005-09-29,1.1658573301925368,1.2288109057262016,1.2288109057262016
2005-09-30,1.168472259690593,1.2339731884144998,1.2339731884144998
2005-10-03,1.166609724415006,1.2335325265640977,1.2335325265640977
2005-10-04,1.1561360924021948,1.2217888952904297,1.2217888952904297
2005-10-05,1.139961151535748,1.202317127036244,1.202317127036244
2005-10-06,1.129762920189322,1.1880373775147526,1.1880373775147526
2005-10-07,1.1363693692976078,1.1942051854069868,1.1942051854069868
2005-10-10,1.129604086334077,1.1871104884838297,1.1871104884838297
2005-10-11,1.1287279303243805,1.186182570748646,1.186182570748646
2005-10-12,1.1158647159136954,1.1675309324909768,1.1675309324909768
2005-10-13,1.113663347538005,1.1645963564417539,1.1645963564417539
2005-10-14,1.1209615299347877,1.1728667368137675,1.1728667368137675
2005-10-17,1.1263276110896165,1.1798326087086153,1.1798326087086153
2005-10-18,1.1132943959341113,1.1650224529264936,1.1650224529264936
2005-10-19,1.1290466526938656,1.1799813647439017,1.1799813647439017
2005-10-20,1.1082131475716552,1.1564556462752227,1.1564556462752227
2005-10-21,1.1170999284632086,1.1698279390316924,1.1698279390316924
2005-10-24,1.133440820562904,1.1888259877520937,1.1888259877520937
2005-10-25,1.1271219123332323,1.1793414450641444,1.1793414450641444
2005-10-26,1.1245108755639006,1.1756347329598167,1.1756347329598167
2005-10-27,1.1124593323771468,1.161848160247399,1.161848160247399
2005-10-28,1.1285614546547165,1.1832415316573353,1.1832415316573353
2005-10-31,1.1343814456801675,1.1917541809928411,1.1917541809928411
2005-11-01,1.1387570930443074,1.1919561387313544,1.1919561387313544
2005-11-02,1.1493494575776249,1.2029425269288105,1.2029425269288105
2005-11-03,1.1515605605182166,1.2027577697013339,1.2027577697013339
2005-11-04,1.1500872315499342,1.200144111622654,1.200144111622654
2005-11-07,1.1512099902198443,1.2021416498570099,1.2021416498570099
2005-11-08,1.1496895093110073,1.1987525847455118,1.1987525847455118
2005-11-09,1.1539632493427898,1.2073016585528364,1.2073016585528364
2005-11-10,1.161685724560848,1.2182591332200634,1.2182591332200634
2005-11-11,1.164920509479333,1.2215416867837758,1.2215416867837758
2005-11-14,1.163207110237053,1.2192767568532892,1.2192767568532892
2005-11-15,1.1597510213748212,1.2163693830513842,1.2163693830513842
2005-11-16,1.1630852938071163,1.2188181220171588,1.2188181220171588
2005-11-17,1.1737181676023443,1.2321148464231462,1.2321148464231462
2005-11-18,1.1771620096593047,1.235315198244295,1.235315198244295
2005-11-21,1.1817135347001437,1.2393810650610921,1.2393810650610921
2005-11-22,1.1859208698052577,1.2452380323525662,1.2452380323525662
2005-11-23,1.1924221344162822,1.2520943851804094,1.2520943851804094
2005-11-25,1.1932165952762315,1.2534009716251058,1.2534009716251058
2005-11-28,1.1858507325724386,1.2449939910856982,1.2449939910856982
2005-11-29,1.1828504907893054,1.2412121273349392,1.2412121273349392
2005-11-30,1.1788392237314633,1.2380474483382904,1.2380474483382904
2005-12-01,1.1923394620590473,1.25506139586964,1.25506139586964
2005-12-02,1.1926207360245191,1.2533387722662863,1.2533387722662863
2005-12-05,1.192859261461135,1.2547270264175288,1.2547270264175288
2005-12-06,1.1964321866210406,1.2581872858417578,1.2581872858417578
2005-12-07,1.1895733973736202,1.2507967626857797,1.2507967626857797
2005-12-08,1.1889427960319952,1.2514852118750532,1.2514852118750532
2005-12-09,1.1925583660485193,1.2561100186395588,1.2561100186395588
2005-12-12,1.1941549550399404,1.2582707251124778,1.2582707251124778
2005-12-13,1.2030101347804387,1.2678838313155183,1.2678838313155183
2005-12-14,1.2048601218537942,1.2677412020222405,1.2677412020222405
2005-12-15,1.2011762160143749,1.262554834095276,1.262554834095276
2005-12-16,1.198348486175509,1.261434491609559,1.261434491609559
2005-12-19,1.1935455492236824,1.254965462557681,1.254965462557681
2005-12-20,1.196342919704717,1.2590599224955914,1.2590599224955914
2005-12-21,1.2016316300046828,1.2678083741075437,1.2678083741075437
2005-12-22,1.2061374845743122,1.271830081148002,1.271830081148002
2005-12-23,1.2086950929492288,1.2761324927384323,1.2761324927384323
2005-12-27,1.1991757314067941,1.2679244200671016,1.2679244200671016
2005-12-28,1.2005526596041196,1.2683439300588883,1.2683439300588883
2005-12-29,1.1973042762507546,1.2655950256317807,1.2655950256317807
2005-12-30,1.1934903354346538,1.2631944691640031,1.2631944691640031
2006-01-03,1.2158068452851036,1.289645507304855,1.289645507304855
2006-01-04,1.2223192901155218,1.2978027264053738,1.2978027264053738
2006-01-05,1.224533354632767,1.3026503908652622,1.3026503908652622
2006-01-06,1.2357311733297984,1.3163286038960111,1.3163286038960111
2006-01-09,1.24084690264255,1.3244168832560173,1.3244168832560173
2006-01-10,1.2384784133071816,1.3211275316297566,1.3211275316297566
2006-01-11,1.2436787133458815,1.3273982949863028,1.3273982949863028
2006-01-12,1.2376409284826715,1.31996616639639,1.31996616639639
2006-01-13,1.2369745812603945,1.3166068699807705,1.3166068699807705
2006-01-17,1.2304505884217316,1.3071889406104606,1.3071889406104606
2006-01-18,1.2277461763786381,1.306049935913856,1.306049935913856
2006-01-19,1.2390362063036007,1.3244594210644045,1.3244594210644045
2006-01-20,1.2179510727424583,1.3031502338230792,1.3031502338230792
2006-01-23,1.2279787821123493,1.317786017221431,1.317786017221431
2006-01-24,1.2328832720536878,1.3269191713851543,1.3269191713851543
2006-01-25,1.2331524665020785,1.326970889242174,1.326970889242174
2006-01-26,1.242768410666398,1.339212254063744,1.339212254063744
2006-01-27,1.253361244292943,1.3512206754455842,1.3512206754455842
2006-01-30,1.2515155973217749,1.3486418964133613,1.3486418964133613
2006-01-31,1.2483418849816261,1.3504174175478534,1.3504174175478534
2006-02-01,1.2528560832024773,1.353150071433128,1.353150071433128
2006-02-02,1.2373607849850996,1.3358759654473986,1.3358759654473986
2006-02-03,1.2302652268105374,1.3261072358244315,1.3261072358244315
2006-02-06,1.2384742492790455,1.3384090829063657,1.3384090829063657
2006-02-07,1.2246451306988428,1.32130554953343,1.32130554953343
2006-02-08,1.2313131574564784,1.3236052749508507,1.3236052749508507
2006-02-09,1.231280025283716,1.3260325023275723,1.3260325023275723
2006-02-10,1.2317750442138269,1.3256742053227817,1.3256742053227817
2006-02-13,1.2243372444706984,1.3151263223286511,1.3151263223286511
2006-02-14,1.2381754031396246,1.3303846113318551,1.3303846113318551
2006-02-15,1.240146569442978,1.3325151780343936,1.3325151780343936
2006-02-16,1.2524006495471964,1.3479850823855661,1.3479850823855661
2006-02-17,1.2517238378984683,1.3514188415108637,1.3514188415108637
2006-02-21,1.246777939117355,1.3454036027625829,1.3454036027625829
2006-02-22,1.2541125609232129,1.354572434786555,1.354572434786555
2006-02-23,1.2527427165232696,1.3532481199406592,1.3532481199406592
2006-02-24,1.254851630895296,1.3531531289817427,1.3531531289817427
2006-02-27,1.2571201855802465,1.356807086237345,1.356807086237345
2006-02-28,1.2435727616613401,1.3416345425987004,1.3416345425987004
2006-03-01,1.2574586545971378,1.3583156028647139,1.3583156028647139
2006-03-02,1.257013966865248,1.3575679361647515,1.3575679361647515
2006-03-03,1.2484503607583852,1.3462863749754501,1.3462863749754501
2006-03-06,1.2413261681036265,1.3432319452722843,1.3432319452722843
2006-03-07,1.2307455755776853,1.3238505643248566,1.3238505643248566
2006-03-08,1.2341815702130317,1.3289126160643472,1.3289126160643472
2006-03-09,1.2272200956839365,1.3252981123393717,1.3252981123393717
2006-03-10,1.2398475581928385,1.340168642176026,1.340168642176026
2006-03-13,1.2407924509325963,1.338339165186793,1.338339165186793
2006-03-14,1.2573437275920512,1.3581004269844983,1.3581004269844983
2006-03-15,1.26439293238778,1.3707077051906584,1.3707077051906584
2006-03-16,1.2651597786201259,1.372346480532928,1.372346480532928
2006-03-17,1.2678340472756715,1.3784938563632265,1.3784938563632265
2006-03-20,1.2668162977932815,1.3740203999597764,1.3740203999597764
2006-03-21,1.2555143747052326,1.3581825028743522,1.3581825028743522
2006-03-22,1.2632870564423544,1.366075588072125,1.366075588072125
2006-03-23,1.2593846891724267,1.362162867896096,1.362162867896096
2006-03-24,1.2624339144312176,1.3660425066191835,1.3660425066191835
2006-03-27,1.2623055441031166,1.3642205033813395,1.3642205033813395
2006-03-28,1.2533493701491545,1.357737096107641,1.357737096107641
2006-03-29,1.2637560477232606,1.3742664175047914,1.3742664175047914
2006-03-30,1.2618107122507278,1.369382206270007,1.369382206270007
2006-03-31,1.262672775045666,1.3704016158587422,1.3704016158587422
2006-04-03,1.2660971111924177,1.376031679253343,1.376031679253343
2006-04-04,1.2719884943799498,1.3784414292134577,1.3784414292134577
2006-04-05,1.277132511862158,1.386329706179278,1.386329706179278
2006-04-06,1.2748476488059028,1.3819486182864944,1.3819486182864944
2006-04-07,1.2623156866147713,1.3655251284718901,1.3655251284718901
2006-04-10,1.2620061852407387,1.360787309430865,1.360787309430865
2006-04-11,1.254312243761825,1.35405074717391,1.35405074717391
2006-04-12,1.2565888117722983,1.3569639948940964,1.3569639948940964
2006-04-13,1.2552091059145734,1.3535406859118064,1.3535406859118064
2006-04-17,1.2574514082792243,1.3582229986526198,1.3582229986526198
2006-04-18,1.277103508775526,1.386442582740817,1.386442582740817
2006-04-19,1.280777859805839,1.3945447291336472,1.3945447291336472
2006-04-20,1.2807827318348963,1.3932531683560065,1.3932531683560065
2006-04-21,1.2824676384716804,1.3970412087712414,1.3970412087712414
2006-04-24,1.2790281719534053,1.3893234128507983,1.3893234128507983
2006-04-25,1.2717984898224985,1.3779959873536802,1.3779959873536802
2006-04-26,1.2752645815000279,1.385697690885106,1.385697690885106
2006-04-27,1.2767226918453394,1.382521684624694,1.382521684624694
2006-04-28,1.2820243957225692,1.3899847769716658,1.3899847769716658
2006-05-01,1.2739989018259525,1.3820529864452462,1.3820529864452462
2006-05-02,1.282909122611066,1.3892717971542363,1.3892717971542363
2006-05-03,1.280211624352708,1.3891564012951185,1.3891564012951185
2006-05-04,1.2856756148083004,1.3997931571807878,1.3997931571807878
2006-05-05,1.297027552933319,1.415365583331662,1.415365583331662
2006-05-08,1.2980714327682041,1.420348361394485,1.420348361394485
2006-05-09,1.29962233027236,1.421099368192368,1.421099368192368
2006-05-10,1.296416752915007,1.4139676005024713,1.4139676005024713
2006-05-11,1.2804490201455936,1.39091515236594,1.39091515236594
2006-05-12,1.263826137439475,1.369411468121132,1.369411468121132
2006-05-15,1.2615439184411918,1.3638066770424608,1.3638066770424608
2006-05-16,1.2624126278459413,1.365531988065319,1.365531988065319
2006-05-17,1.239516020300959,1.3368051967990213,1.3368051967990213
2006-05-18,1.232756166987117,1.3252161055222276,1.3252161055222276
2006-05-19,1.2420247213300695,1.337383633687592,1.337383633687592
2006-05-22,1.227365074534782,1.3134257899602073,1.3134257899602073
2006-05-23,1.2184618604122466,1.302122115823483,1.302122115823483
2006-05-24,1.2231983658992434,1.3021161200125013,1.3021161200125013
2006-05-25,1.2408816122836712,1.3297194219668258,1.3297194219668258
2006-05-26,1.245908673859431,1.335179587208761,1.335179587208761
